0,-0.104166667,-0.283333333,-0.145833333,-0.208333333,0,-0.041666667,-0.208333333,-0.0625,-0.145833333
0.104166667,0,-0.020833333,-0.083333333,-0.083333333,0.020833333,0.020833333,-0.083333333,-0.041666667,-0.1875
0.283333333,0.020833333,0,0.041666667,0.125,0.25,0.208333333,-0.041666667,0.145833333,0.083333333
0.145833333,0.083333333,-0.041666667,0,0.104166667,0.229166667,0.229166667,0.041666667,0.145833333,0.020833333
0.208333333,0.083333333,-0.125,-0.104166667,0,0,0.166666667,-0.083333333,0.229166667,0.020833333
0,-0.020833333,-0.25,-0.229166667,0,0,0.1875,-0.1875,-0.041666667,-0.166666667
0.041666667,-0.020833333,-0.208333333,-0.229166667,-0.166666667,-0.1875,0,-0.041666667,0,-0.041666667
0.208333333,0.083333333,0.041666667,-0.041666667,0.083333333,0.1875,0.041666667,0,0.145833333,-0.041666667
0.0625,0.041666667,-0.145833333,-0.145833333,-0.229166667,0.041666667,0,-0.145833333,0,-0.145833333
0.145833333,0.1875,-0.083333333,-0.020833333,-0.020833333,0.166666667,0.041666667,0.041666667,0.145833333,0
